Name,ICAO,Country
Pars Aviation Service,PRA,Iran
Parsa,PST,Panama
Parsons Airways Northern,FAP,Canada
Pascan Aviation,PSC,Canada
Passaredo Transportes Aereos,PTB,Brazil
Patria Cargas Aereas,PTC,Argentina
Patriot Aviation Limited,BYT,United Kingdom
Patterson Aviation Company,ETL,United States
Pawan Hans,PHE,India
Payam Air,IRP,Iran
Peach Air,KGC,United Kingdom
Pearl Air,PRL,Pakistan
Pearl Air Services,PBY,Uganda
Pearl Airways,HPA,Haiti
Peau Vava%Gʻ%@u,PVU,Tonga
Pecotox Air,PXA,Moldova
Pegasus Airlines,PGT,Turkey
Pegasus Aviation,PEV,Greece
Pegasus Helicopters,HAK,Norway
Pelican Air Services,PDF,South Africa
Pelican Express,PEX,United States
Pelita Air Service,PAS,Indonesia
Pem-Air,PEM,Canada
Pen-Avia,PDY,United Kingdom
Peninsula Airways,PEN,United States
Peninter Aerea,PNE,Mexico
Penya De L'Aire,PCA,Spain
Peran,CVT,Kazakhstan
Perforadora Central,PCC,Mexico
Perimeter Aviation,PAG,Canada
Perm Airlines,PGP,Russia
Personas Y Pasquetes Por Air,PPQ,Mexico
Peruvian Air Force,FPR,Peru
Peruvian Navy,INP,Peru
Petroleos Mexicanos,PMX,Mexico
Petroleum Helicopters,PHM,United States
Petroleum Helicopters de Colombia,PHC,Colombia
Petropavlovsk-Kamchatsk Air Enterprise,PTK,Russia
Petty Transport,PTY,United States
Phenix Aviation,PHV,France
Phetchabun Airline,PMY,Thailand
Philippine Airlines,PAL,Philippines
Philips Aviation Services,PHI,Netherlands
Phillips Air,BCH,United States
Phillips Alaska,PDD,United States
Phillips Michigan City Flying Service,PHL,United States
Phoebus Apollo Aviation,PHB,South Africa
Phoebus Apolloa Zambia,KZM,Zambia
Phoenix Air Group,PHA,United States
Phoenix Air Lines,PHN,Brazil
Phoenix Air Service,PAM,Germany
Phoenix Air Transport,PPG,United States
Phoenix Airline Services,WDY,United States
Phoenix Avia,PHY,Armenia
Phoenix Aviation,PHG,Kyrgyzstan
Phoenix Flight Operations,XPX,United States
Phuket Air,VAP,Thailand
Piedmont Airlines (1948-1989),PDT,United States
Pilatus Flugzeugwerke,PCH,Switzerland
Pilatus PC-12 Center De Mexico,PLU,Mexico
Pimichikamac Air,MKS,Canada
Pineapple Air,PNP,Bahamas
Pinframat,PIM,Angola
Pinnacle Air Group,PCL,United States
Pinnacle Airlines,FLG,United States
Pioneer Airlines,PIO,United States
Pioneers Limited,PER,Pakistan
Pirinair Express,PRN,Spain
Planar,PLN,Angola
Planemaster Services,PMS,United States
Planet Airways,PLZ,United States
Players Air,PYZ,United States
Ploizeihubschrauberstaffel Hamburg,LIB,Germany
Plymouth School of Flying,PSF,United Kingdom
Pocono Air Lines,POC,United States
Podilia-Avia,PDA,Ukraine
Point Afrique Niger,PAZ,Niger
Point Airlines,RMI,Nigeria
Pointair Burkina,PAW,Burkina Faso
Points of Call Airlines,PTS,Canada
Polar Air Cargo,PAC,United States
Polar Airlines de Mexico,PMO,Mexico
Polestar Aviation,PSR,United Kingdom
Polet,POT,Russia
Police Aux Frontiers,POF,France
Police Aviation Services,PLC,United Kingdom
Polish Air Force,PLF,Poland
Polish Navy,PNY,Poland
Polizeifliegerstaffel Nordrhein-Westfalen,NRW,Germany
Polizeihibschrauberstaffel Neidersachsen,PPH,Germany
Polizeihuberschrauberstaffel Sachsen-Anhalt,PIK,Germany
Polizeihubschrafterstaffel Rheinland-Pfalz,SRP,Germany
Polizeihubschrauberstaffel Baden-Wurtemberg,PBW,Germany
Polizeihubschrauberstaffel Bayern,EDL,Germany
Polizeihubschrauberstaffel Brandenburg,PBB,Germany
Polizeihubschrauberstaffel Hessen,PHH,Germany
Polizeihubschrauberstaffel Mecklenburg-Vorpommern,PMV,Germany
Polizeihubschrauberstaffel Sachsen,PHS,Germany
Polizeihubschrauberstaffel Thuringen,HBT,Germany
Polo Aviation,CUK,United Kingdom
Polynesian Air-Ways,PLA,United States
Polynesian Airlines,PAO,Samoa
Polynesian Blue,PLB,New Zealand
Pond Air Express,PND,United States
Pont International Airline Services,PSI,Suriname
Pool Aviation,PLX,United Kingdom
Port Townsend Airways,PTQ,United States
Porteadora De Cosola,POR,Mexico
Porter Airlines,POE,Canada
Portugalia,PGA,Portugal
Portuguese Air Force,AFP,Portugal
Portuguese Army,POA,Portugal
Portuguese Navy,PON,Portugal
Potomac Air,PDC,United States
Potosina Del Aire,PSN,Mexico
Powell Air,PWL,Canada
Prairie Flying Service,PFS,United States
Pratt and Whitney Canada,PWC,Canada
Precision Air,PRF,Tanzania
Precision Airlines,PRE,United States
Premiair,BAT,Luxembourg
Premiair Aviation Services,PGL,United Kingdom
Premiair Fliyng Club,PME,United Kingdom
Premium Air Shuttle,EMI,Nigeria
Premium Aviation,PMU,Germany
Presidence Du Faso,BFA,Burkina Faso
Presidencia de La Republica de Guinea Ecuatorial,ONM,Equatorial Guinea
President Airlines,PSD,Cambodia
Presidential Aviation,PRD,United States
Priester Aviation,PWA,United States
Primair,PMM,Russia
Primaris Airlines,WCP,United States
Primas Courier,PMC,United States
Primavia Limited,CRY,United Kingdom
Prime Air,PRM,United States
Prime Aviation,PKZ,Kazakhstan
Prince Edward Air,CME,Canada
Princely Jets,PJP,Pakistan
Princeton Aviation Corporation,PCN,United States
Priority Air Charter,PRY,United States
Priority Air Transport,PAT,United States
Priority Aviation Company,BCK,United States
Privatair,PTI,Switzerland
Private Jet Expeditions,PJE,United States
Private Jet Management,PJA,United States
Private Wings Flugcharter,PWF,Germany
Privilege Style L,PVG,Spain
Pro Air,PRH,United States
Pro Air Service,PSZ,United States
Probiz Guinee,GIY,Guinea
Professional Express Courier Service,PAD,United States
Professione VOlare,PVL,Italy
Promotora Industria Totolapa,PTT,Mexico
Propair,PRO,Canada
Propflight Air Services,PFZ,Zambia
Propheter Aviation,PPA,United States
Proteus Helicopteres,PTH,France
Providence Airline,PTL,United States
Providence Aviation Services,AWD,Pakistan
Provincial Airlines,SPR,Canada
Provincial Express,PRV,Canada
Pskovavia,PSW,Russia
Psudiklat Perhubungan Udara/PLP,UDA,Indonesia
Ptarmigan Airways,PTA,Canada
Publiservicios Aereos,PSP,Mexico
Publivoo,PUV,Portugal
Puerto Rico National Guard,PNG,United States
Puerto Vallarta Taxi Aereo,TXV,Mexico
Pulkovo Aircraft Services,PGH,Russia
Puma Linhas Aereas,PLY,Brazil
Puntavia Air Services,PTV,Djibouti
Punto Fa,MGO,Spain
Pyramid Air Lines,PYR,Egypt
Qanot Sharq,QNT,Uzbekistan
Qantas,QFA,Australia
Qatar Air Cargo,QAC,Qatar
Qatar Airways,QTR,Qatar
Qatar Amiri Flight,QAF,Qatar
Qeshm Air,IRQ,Iran
Quantex Environmental,QTX,Canada
Quebec Government Air Service,QUE,Canada
Queen Air,QNA,Dominican Republic
Quest Diagnostics,LBQ,United States
Quick Air Jet Charter,QAJ,Germany
Quick Airways Holland,QAH,Netherlands
Quisqueya Airlines,QAS,Haiti
Qurinea Air Service,QAQ,Libya
Qwest Commuter Corporation,QCC,United States
Qwestair,QWA,Australia
Qwila Air,QWL,South Africa
RA Jet Aeroservicios,RJT,Mexico
RAF Barkston Heath,BKH,United Kingdom
Church Fenton Flying Training Unit,CFN,United Kingdom
Coltishall Flying Training Unit,COH,United Kingdom
Coningsby Flying Training Unit,CBY,United Kingdom
Cottesmore Flying Training Unit,COT,United Kingdom
Cranwell Flying Training Unit,CWL,United Kingdom
Kinloss Flying Training Unit,KIN,United Kingdom
Leeming Flying Training Unit,LEE,United Kingdom
RAF Leuchars,LCS,United Kingdom
Linton-on-Ouse Flying Training Unit,LOP,United Kingdom
Lossiemouth Flying Training Unit,LOS,United Kingdom
Marham Flying Training Unit,MRH,United Kingdom
Northwood Headquarters (RAF,NWO,United Kingdom
RAF Scampton,SMZ,United Kingdom
RAF St Athan,STN,UNited Kingdom
RAF St Mawgan Search and Rescue,SMG,United Kingdom
RAF Topcliffe Flying Training Unit,TOF,United Kingdom
RAF Valley Flying Training Unit,VYT,United Kingdom
RAF Valley SAR Training Unit,VLL,United Kingdom
Waddington FTU,WAD,United Kingdom
Wittering FTU,WIT,United Kingdom
RAF-Avia,MTL,Latvia
RAK Airways,RKM,United Arab Emirates
RWL Luftfahrtgesellschaft,RWL,Germany
Rabbit-Air,RBB,Switzerland
Race Cargo Airlines,ACE,Ghana
Rader Aviation,GBR,United States
Raji Airlines,RAJ,Pakistan
Raleigh Flying Service,RFA,United States
Ram Air Freight,REX,United States
Ram Aircraft Corporation,RMT,United States
Ramp 66,PPK,United States
Rangemile Limited,RGM,United Kingdom
Raslan Air Service,MWR,Egypt
Rath Aviaton,RAQ,Austria
Ratkhan Air,CSM,Kazakhstan
Raven Air,RVR,United Kingdom
Raven Air,RVN,United States
Ray Aviation,REI,Israel
Raya Jet,RYT,Jordan
Raytheon Aircraft Company,RTN,United States
Raytheon Corporate Jets,RCJ,United Kingdom
Raytheon Travel Air,KSS,United States
Real Aero Club De Baleares,RCB,Spain
Real Aero Club de Reus-Costa Dorado,CDT,Spain
Real Aeroclub De Ternerife,RCD,Spain
Real Aviation,RLV,Ghana
Rebus,REB,Bulgaria
Red Aviation,PSH,United Kingdom
Red Baron Aviation,RBN,United States
Red Devils Parachute Display Team,DEV,United Kingdom
Red Sea Aviation,RDV,Egypt
Red Sky Ventures,RSV,Namibia
Red Star,STR,United Arab Emirates
Redhill Aviation,RHC,United Kingdom
Reed Aviation,RAV,United Kingdom
Reef Air,REF,New Zealand
Reem Air,REK,Kyrgyzstan
Reeve Aleutian Airways,RVV,United States
Regal Bahamas International Airways,RBH,Bahamas
Regency Airlines,RGY,United States
Regent Air,RAH,Canada
Regio Air,RAG,Germany
Region Air,RGR,Canada
Regional 1,TSH,Canada
Regional Air,RIL,Mauritania
Regional Air Express,REW,Germany
Regional Air Lines,RGL,Morocco
Regional Air Services,REG,Tanzania
Regional Express,RXA,Australia
Regional Geodata Air,JJM,Spain
RegionsAir,CEA,United States
Reliance Aviation,REL,United States
Reliant Airlines,RLT,United States
Relief Transport Services,RTS,United Kingdom
Renan,RAN,Moldova
Reno Air,ROA,United States
Renown Aviation,RGS,United States
Republic Airlines,RPA,United States
Republic Express Airlines,RPH,Indonesia
Republicair,RBC,Mexico
Resort Air,RST,United States
Rhoades Aviation,RDS,United States
Riau Airlines,RIU,Indonesia
Rich International Airways,RIA,United States
Richards Aviation,RVC,United States
Richardson's Airway,RIC,United States
Richland Aviation,RCA,United States
Rick Lucas Helicopters,HPR,New Zealand
Rico Linhas A,RLE,Brazil
Ridder Avia,RID,Kazakhstan
Riga Airclub,RAK,Latvia
Rijnmond Air Services,RAZ,Netherland
Rikspolisstyrelsen,POL,Sweden
Rimrock Airlines,RIM,United States
Rio Air Express,SKA,Brazil
Rio Airways,REO,United States
Rio Grande Air,GRN,United States
Rio Sul Servi,RSL,Brazil
River Ministries Air Charter,RVM,South Africa
River State Government of Nigeria,RGP,Nigeria
Rivne Universal Avia,UNR,Ukraine
Roadair Lines,RDL,Canada
Robinton Aero,RBT,Dominican Republic
Roblex Aviation,ROX,United States
Rockwell Collins Avionics,RKW,United States
Rocky Mountain Airlines,ROC,Canada
Rocky Mountain Airways,RMA,United States
Rocky Mountain Holdings,LIF,United States
Rodze Air,RDZ,Nigeria
Rog-Air,FAD,Canada
Rollright Aviation,RRZ,United Kingdom
Rolls-Royce Limited,RRL,United Kingdom
Rolls-Royce plc,BTU,United Kingdom
Romanian Air Force,ROF,Romania
Romavia,RMV,Romania
Ronso,RNS,Mexico
Roraima Airways,ROR,Guyana
Rosneft-Baltika,RNB,Russia
Ross Aviation,NRG,United States
Rossair,RFS,Australia
Rossair,RSS,South Africa
Rossair Europe,ROS,Netherlands
Roswell Airlines,RAL,United States
Air Rarotonga,RAR,Cook Islands
Rotatur,RTR,Brazil
Rotormotion,RKT,United Kingdom
Rotterdam Jet Center,JCR,Netherlands
Rover Airways International,ROV,United States
Rovos Air,VOS,South Africa
Royal Air Cargo,RCG,South Africa
Royal Air Force,RFR,United Kingdom
Royal Air Force of Oman,MJN,Oman
Royal Air Force,ACW,United Kingdom
Royal Air Force,RRR,United Kingdom
Royal Air Force,RRF,United Kingdom
Royal Air Force,SHF,United Kingdom
Royal Air Freight,RAX,United States
Royal Air Maroc,RAM,Morocco
Royal Airlines,RPK,Pakistan
Royal American Airways,RLM,United States
Royal Aruban Airline,RYL,Aruba
Royal Australian Air Force,ASY,Australia
Royal Aviation Express,RXP,Canada
Royal Bahrain Airlines,RYB,Bahrain
Royal Brunei Airlines,RBA,Brunei
Royal Daisy Airlines,KDR,Uganda
Royal Ghanaian Airlines,RGA,Ghana
Royal Jet,ROJ,United Arab Emirates
Royal Jordanian,RJA,Jordan
Royal Jordanian Air Force,RJZ,Jordan
Royal Khmer Airlines,RKH,Cambodia
Royal Malaysian Air Force,RMF,Malaysia
Royal Navy,NVY,United Kingdom
Royal Nepal Airlines,RNA,Nepal
Royal Netherland Navy,NRN,Netherlands
Royal Netherlands Air Force,NAF,Netherlands
Royal New Zealand Air Force,KIW,New Zealand
Royal Norwegian Air Force,NOW,Norway
Royal Oman Police,ROP,Oman
Royal Phnom Penh Airways,PPW,Cambodia
Royal Rwanda Airlines,RRA,Rwanda
Royal Saudi Air Force,RSF,Saudi Arabia
Royal Sky,RYS,Thailand
Royal Swazi National Airways,RSN,Swaziland
Royal Tongan Airlines,HRH,Tonga
Royal West Airlines,RWE,United States
Rubystar,RSB,Belarus
Rumugu Air & Space Nigeria,RMG,Nigeria
Rusaero,RUR,Russia
Rusaero,KLE,Russia
Rusair JSAC,CGI,Russia
Rusich-T,RUH,Russia
Rusline,RLU,Russia
Russian Aircraft Corporation-MiG,MIG,Russia
Russian Federation Air Force,RFF,Russia
Russian Sky Airlines,ESL,Russia
Rusuertol,RUZ,Russia
Rutas Aereas,RUC,Venezuela
Rutland Aviation,RND,United Kingdom
Rwanda Airlines,RUA,Rwanda
Rwanda Airways,RWA,Rwanda
Rwandair Express,RWD,Rwanda
Ryan Air Service,RCT,United States
Ryan Air Services,RYA,United States
Ryan International Airlines,RYN,United States
Ryanair,RYR,Ireland
Ryazan State Air Enterprise,RYZ,Russia
Rynes Aviation,RAA,United States
Régional,RAE,France
South Asian Airlines,BDS,Bangladesh
State Air Company Berkut,BEC,Kazakhstan
SATA International,RZO,Portugal
South African Airways,SAA,South Africa
Sky Way Air,SAB,Kyrgyzstan
SASCO Airlines,SAC,Sudan
Republic of Singapore Air Force,SAF,Singapore
SOS Flygambulans,SAG,Sweden
Sayakhat Airlines,SAH,Kazakhstan
Shaheen Air International,SAI,Pakistan
Golden Eagle Air Services (FAA),SAJ,Canada
Red Arrows Display Squadron,SAK,United Kingdom
SAM Colombia,SAM,Colombia
Servicios Aereos Nacionales (SAN),SAN,Ecuador
Sahel Aviation Service,SAO,Mali
Secretaria de Marina,ANX,Mexico
Springbank Aviation,SAQ,Canada
Scandinavian Airlines System,SAS,Sweden
Samal Air,SAV,Kazakhstan
Sham Wing Airlines,SAW,Syrian Arab Republic
Sabah Air,SAX,Malaysia
ScotAirways,SAY,United Kingdom
Swiss Air-Ambulance,SAZ,Switzerland
STA-MALI,SBA,Mali
Steinman Aviation,SBB,United States
Seven Bar Flying Service,SBF,United States
Sabre Incorporated,SBG,United States
S7 Airlines,SBI,Russia
Sobel Airlines of Ghana,SBL,Ghana
Sky Bahamas,SBM,Bahamas
Stabo Air,SBO,Zambia
Smithkline Beacham Clinical Labs,SBQ,United States
Saber Aviation,SBR,United States
Seaborne Airlines,SBS,United States
Saint Barth Commuter,SBU,France
Star Air,URJ,Pakistan
Scibe Airlift,SBZ,Democratic Republic of the Congo
Spanish Air Force,AME,Spain
South Central Air,SCA,United States
Seacoast Airlines,SCC,United States
Scenic Airlines,SCE,United States
Socofer,SCF,Angola
Servicios Aereos San Cristobal,SCI,Mexico
Sky Cam,SCK,France
Switfair Cargo,SCL,Canada
South American Airlines,SCN,Peru
Servicios Aereos de Chihuahua Aerochisa,AHI,Mexico
SriLankan Airlines,ALK,Sri Lanka
Sunbird Airlines,CDL,United States
Scorpio,SCP,Egypt
Si-Chang Flying Service,SCR,Thailand
South African Non Scheduled Airways,SCS,South Africa
SAAB-Aircraft,SCT,Sweden
Servicios Aereos Del Centro,SCV,Mexico
Sun Country Airlines,SCX,United States
St. Andrews Airways,SDA,Canada
Sukhoi Design Bureau Company,SDB,Russia
Sunrise Airlines,SDC,United States
Skymaster Air Taxi,SDD,United States
Sundorph Aeronautical Corporation,SDF,United States
Servicio De Helicopteros,SDH,Spain
SADELCA - Sociedad Aerea Del Caqueta,SDK,Colombia
Skydrift,SDL,United Kingdom
Spirit of Africa Airlines,SDN,Sudan
Sud Airlines,SDU,France
Servicios Aereos Del Vaupes,SDV,Colombia
Servicio Tecnico Aero De Mexico,SDX,Mexico
Sudan Pezetel for Aviation,SDZ,Sudan
Southeast Air,SEA,United States
Servicios Aereos Luce,SEB,Mexico
Sedona Air Center,SED,United States
Shaheen Air Cargo,SEE,Pakistan
Sky Express,SEH,Greece
Spicejet,SEJ,India
Skyjet,SEK,Kazakhstan
Sentel Corporation,SEL,United States
Selcon Airlines,SEO,Nigeria
Sky Eyes,SEQ,Thailand
Servicio Aereo Saltillo,SES,Mexico
SAETA,SET,Ecuador
Serair Transworld Press,SEV,Spain
SEFA,SFA,France
Shuswap Flight Centre,SFC,Canada
Sefofane Air Charters,SFE,South Africa
Safewings Aviation Company,SFF,United States
Sun Freight Logistics,SFG,Thailand
Star Flyer,SFJ,Japan
Southflight Aviation,SFL,New Zealand
Safiran Airlines,SFN,Iran
Safe Air,SFP,Pakistan
Safair,SFR,South Africa
Southern Frontier Air Transport,SFS,Canada
Skyfreight,SFT,United States
Solent Flight,SFU,United Kingdom
S.K. Logistics,SFX,United States
Sky King,SGB,United States
Southern Right Air Charter,SGC,South Africa
Sky Gate International Aviation,SGD,Kyrgyzstan
STAC Swiss Government Flights,SGF,Switzerland
Servisair,SGH,United Kingdom
Servicios Aereos Agricolas,SGI,Chile
Skyward Aviation,SGK,Canada
Sky Aircraft Service,SGM,Netherlands
Siam GA,SGN,Thailand
Sagolair Transportes Ejecutivos,SGP,Spain
Saskatchewan Government Executive Air Service,SGS,Canada
Skygate,SGT,Netherlands
Samgau,SGU,Kazakhstan
Saga Airlines,SGX,Turkey
Skagway Air Service,SGY,United States
Shabair,SHB,Democratic Republic of the Congo
Sky Harbor Air Service,SHC,United States
Sahara Airlines,SHD,Algeria
Shell Aircraft,SHE,United Kingdom
Shoprite Group,SHG,United Kingdom
Seoul Air International,SHI,Republic of Korea
Sharjah Ruler's Flight,SHJ,United Arab Emirates
Shorouk Air,SHK,Egypt
Samson Aviation,SHL,United Kingdom
Sheltam Aviation,SHM,South Africa
Shaheen Airport Services,SHN,Pakistan
Sheremetyevo-Cargo,SHO,Russia
Service Aerien Francais,SHP,France
Shanghai Airlines Cargo,SHQ,China
Shooter Air Courier,SHR,Canada
Shura Air Transport Services,SHS,Ethiopia
Sakhalinskie Aviatrassy (SAT),SHU,Russia
SATA Air Acores,SAT,Portugal
Shavano Air,SHV,United States
Shawnee Airline,SHW,United States
Slim Aviation Services,SHX,Nigeria
Sky Airlines,SHY,Turkey
Singapore Airlines,SIA,Singapore
Sibaviatrans,SIB,Russia
Sierra Express,SIE,United States
Skynet Airlines,SIH,Ireland
Seco International,SIJ,Japan
Servicios Aeronauticos Integrales,SIL,Mexico
Star Air,SIM,Sierra Leone
Sirio,SIO,Italy
Salair,SIR,United States
Saber Airlines,SIS,Egypt
SITA,SIT,Belgium
Slovenian Armed Forces,SIV,Slovenia
Sirio Executive,SIW,Italy
Servicios Aereos Especiales De Jalisco,SJA,Mexico
Servicios Ejecutivos Continental,SJC,Mexico
Sunair 2001,SJE,South Africa
Spirit Aviation,SJJ,United States
Servicios Especiales Del Pacifico Jalisco,SJL,Mexico
Swiss Jet,SJT,Switzerland
Sriwijaya Air,SJY,Indonesia
Sama Airlines,SMY,Saudi Arabia
Southern Jersey Airways,ALC,ACOM
SPASA,SPS,Spain
Speed Aviation,SPT,Bangladesh
Southeast Airmotive,SPU,United States
Servicios Privados De Aviacion,SPV,Mexico
Speedwings,SPW,Switzerland
Service People Gesselschaft fur Charter und Service,SPX,Germany
Slovak National Aeroclub,SQA,Slovakia
Singapore Airlines Cargo,SQC,Singapore
Slovak Air Force,SQF,Slovakia
Servicos De Alquiler,SQL,Mexico
Sair Aviation,SRA,Canada
Searca,SRC,Colombia
Siem Reap Airways,SRH,Cambodia
Sky Work Airlines,SRK,Switzerland
Swedline Express,SRL,Sweden
Servicios Aeronauticos Aero Personal,SRL,Mexico
Sirair,SRN,Russia
